userName,score,content,at
A Google user,5,Really appreciat thanks,2025-03-18 13:14:02
A Google user,5,"The app is good and fast for transaction,I love moniepoint",2025-03-18 11:48:50
A Google user,5,Good and easy for transaction,2025-03-18 11:35:27
A Google user,2,"This app takes more time to load, it's frustrating indeed",2025-03-18 10:28:47
A Google user,5,Good 👍,2025-03-18 04:56:31
A Google user,5,Fantastic,2025-03-18 04:37:40
A Google user,5,5 star,2025-03-18 01:48:44
A Google user,5,wonderful,2025-03-17 15:53:04
A Google user,5,nice transaction app,2025-03-17 14:42:58
A Google user,1,"My ussd not working, and I'm trying to change my login password since I lost my phone and it show me my app is no longer supported, I shall update and im uisng updated one what wrong with you guys",2025-03-17 14:14:35
A Google user,3,"Good job,keep improving on, your lifting up on your all apps.",2025-03-17 11:41:19
A Google user,5,huge thanks,2025-03-17 11:14:41
A Google user,5,I love it,2025-03-17 08:21:35
A Google user,1,Very bad online banking. Have been applying for a reopening of my business account for 3 weeks now and they have refused to do that.,2025-03-17 08:19:45
A Google user,1,I deposited 7k yesterday and today I can't see my money this is a scam app please be careful out there I'll take this to the appropriate authority for actions and I hope they get arrested for fraud.,2025-03-17 04:31:54
A Google user,5,Good,2025-03-17 03:52:52
A Google user,5,Fast n effective,2025-03-16 21:23:26
A Google user,5,Very good,2025-03-16 20:57:39
A Google user,5,good 👍😊,2025-03-16 20:16:54
A Google user,2,"The experience has been great but the only challenge is that for the past 4months, I have not been able to share or download the receipt of my transactions. This can be very frustrating especially when you need to show proof of payment to the person you credited who happens to be distant from you while awaiting for the transfer to drop. Pls kindly look into it.",2025-03-16 18:02:20
A Google user,5,Thank you for your helf,2025-03-16 18:00:07
A Google user,5,great,2025-03-16 17:47:45
A Google user,1,very bad experience,2025-03-16 13:33:32
A Google user,1,I don't understand 😥 this Mfb i can't Login to my account. What is going on,2025-03-16 12:24:40
A Google user,5,I demand for complete access,2025-03-16 11:47:15
A Google user,5,Nice app,2025-03-16 11:45:20
A Google user,4,I could have given it a full 5 star but I can not seen my in and out for last months in stead of dis month it could be good if I can see my in and out for other months,2025-03-16 07:43:42
A Google user,1,Bad slow,2025-03-16 06:59:05
A Google user,1,Good,2025-03-16 04:12:37
A Google user,4,very bad I have being experiencing reset pin for over a month,2025-03-16 01:17:41
A Google user,5,good,2025-03-16 00:56:02
A Google user,5,Moniepoint Business and Personal Account really helps a lot,2025-03-16 00:43:50
A Google user,5,I'm enjoying for this app,2025-03-16 00:11:39
A Google user,5,Very suitable for life,2025-03-16 00:09:32
A Google user,5,Is very fast in making transaction,2025-03-15 21:08:46
A Google user,5,fast and smooth,2025-03-15 19:45:22
A Google user,5,Nice one,2025-03-15 19:18:41
A Google user,5,Good network,2025-03-15 16:50:27
A Google user,5,good,2025-03-15 16:40:37
A Google user,5,good,2025-03-15 15:51:00
A Google user,5,great,2025-03-15 14:35:20
A Google user,2,I have been trying to login to the app but it refused to validate my NIN OR BVN.. I have been using their WhatsApp to complain yet no positive response,2025-03-15 14:33:53
A Google user,1,"I seriously don't like this app because since I have been trying to sign up it has been saying validation failed, then I reported to the moniepoint servers and they told me to do a screenrecord of the incident, of which I did but nothing has been done up till date",2025-03-15 11:21:48
A Google user,5,I like and love this bank,2025-03-15 10:15:49
A Google user,5,very good,2025-03-15 09:41:08
A Google user,2,The app is great but it gives me problem when using ussd code,2025-03-15 09:35:40
A Google user,5,so great,2025-03-15 09:26:35
A Google user,4,Cool app,2025-03-15 08:36:56
A Google user,1,this app is totally bad ever since it has been upgraded I even had to stop making transfers from the app and started using ussd but even with that it's just worse everytime they'll be saying 'dear customer the service will be restored later' like even ussd that is meant to be the fastest when the app fails there's no even network on it who does that for the past 3 days I can't even make transfers from the app neither the ussd I've even reached out to their customer care but nothing changed,2025-03-15 05:48:24
A Google user,5,Great,2025-03-15 04:00:31
A Google user,3,it is quite good but could be better,2025-03-15 00:22:49
A Google user,5,Very good,2025-03-14 23:03:02
A Google user,5,This app is real wonders,2025-03-14 21:47:32
A Google user,4,Good,2025-03-14 20:42:30
A Google user,5,Why do you guy lock my account Unlock it in Jesus name amen 😭😭😭,2025-03-14 20:18:57
A Google user,5,Crazyly ok,2025-03-14 19:53:10
A Google user,5,Look good,2025-03-14 19:46:50
A Google user,5,Good app,2025-03-14 19:42:57
A Google user,5,very nice,2025-03-14 19:23:34
A Google user,1,"Not worth the one star rating, why would i be trying to view my transaction history and you keep taking me back to the login page, why?...what sort of unnecessary stress is that",2025-03-14 17:54:08
A Google user,1,Can't see transaction details,2025-03-14 16:27:31
A Google user,5,My app is not working,2025-03-14 16:06:45
A Google user,4,Really good,2025-03-14 16:02:45
A Google user,5,Efficient and reliable,2025-03-14 15:52:14
A Google user,5,Good,2025-03-14 15:20:19
A Google user,4,Thumbs up,2025-03-14 13:23:34
A Google user,5,Masha allah,2025-03-14 12:19:27
A Google user,1,Can't login my account with my phone what's the problem please,2025-03-14 11:14:43
A Google user,5,Nice,2025-03-14 11:03:57
A Google user,5,I really like this app call moniepoit business,2025-03-14 10:00:01
A Google user,5,"I just love this app,it's good and managable",2025-03-14 09:07:45
A Google user,5,THIS IS ONE IF NOT THE BEST MOBILE BANKING APPLICATION IN NIGERIA TODAY,2025-03-14 08:36:00
A Google user,5,Very fast,2025-03-14 06:23:55
A Google user,5,Good,2025-03-14 03:33:05
A Google user,5,Well ❤️‍🩹,2025-03-14 03:21:43
A Google user,5,Very good,2025-03-14 03:04:59
A Google user,5,moniepoint business is the best Recmmonded app in business across the nation,2025-03-13 23:03:42
A Google user,5,I am pleased with your sevser. I you have done very well thank you,2025-03-13 21:59:30
A Google user,5,This App moniepoint is good and fancy app getting it today and open bank,2025-03-13 19:41:38
A Google user,5,Very happy to have this ap,2025-03-13 19:35:14
A Google user,1,my account was merged and I can't access it because the other sim card is lost,2025-03-13 18:02:46
A Google user,5,Amazing,2025-03-13 18:01:05
A Google user,4,Incredible banking services,2025-03-13 17:39:15
A Google user,5,Interesting,2025-03-13 15:17:50
A Google user,5,Love,2025-03-13 14:59:00
A Google user,5,good,2025-03-13 14:56:02
A Google user,5,Very good nice,2025-03-13 13:25:40
A Google user,5,"Very good, we are trying I Nigeria",2025-03-13 13:22:12
A Google user,5,good,2025-03-13 11:02:18
A Google user,5,"Money point is an online marketing and banking business App , that helps to save money either through transfer from one bank account to other acc calleds credit one bank account and debit one bank account through ATM machine card or through online transfer or an SMS cold.",2025-03-13 10:55:32
A Google user,5,Am proud of u,2025-03-13 08:44:44
A Google user,5,Good,2025-03-13 08:29:12
A Google user,5,Excellent,2025-03-13 07:43:14
A Google user,5,Good,2025-03-13 07:02:41
A Google user,5,Trusted and reliable,2025-03-13 01:14:20
A Google user,4,I was told it is a nice and good app I will be do exited if I can meet it like that,2025-03-12 23:56:54
A Google user,1,Is opening on my phone,2025-03-12 23:41:41
A Google user,5,I can't find my money sent to me today I want to know why,2025-03-12 23:35:38
A Google user,5,Good,2025-03-12 23:28:57
A Google user,5,My pos terminal was blocked why,2025-03-12 22:14:43
A Google user,3,I want to take a loan but I don't see were to apply it in the app,2025-03-12 22:12:37
A Google user,1,Good,2025-03-12 21:41:04
A Google user,5,To open it thanks,2025-03-12 21:01:35
A Google user,5,l love it fantastic,2025-03-12 20:15:19
A Google user,5,Ok,2025-03-12 19:30:32
A Google user,5,Thank you god,2025-03-12 18:23:08
A Google user,5,Best for me,2025-03-12 16:50:38
A Google user,5,this my 3rd year banking with moniepoint Business and its really great honestly I have never regretted ...in fact I have introduced it to 6 people and I'm glad to say 4 people is currently banking with moniepoint. so my request is that if any giveaway is happening please it should be sent to us as SMS. love moniepoint.,2025-03-12 16:43:30
A Google user,5,How can I get a terminal,2025-03-12 16:06:54
A Google user,5,Moniepoint is the best,2025-03-12 15:46:57
A Google user,1,Moniepoint you do not offer business loans why are you advertising such service? Stop deceiving citizens.,2025-03-12 15:28:58
A Google user,5,Very excellent app,2025-03-12 14:52:18
A Google user,5,"Good work I believe banking with you will be the best , you did a good job, keep it up",2025-03-12 12:50:38
A Google user,5,good network,2025-03-12 09:17:19
A Google user,3,The app is good but try update,2025-03-12 08:52:42
A Google user,3,"SORRY oooo 8,200 but 8",2025-03-12 08:52:14
A Google user,5,Good Service,2025-03-12 06:33:04
A Google user,1,"Moniepoint ,I must say I regret having or knowing you people, you people are worst than anything I have ever seen or knowing in life. Since May 2024 till date moniepoint restricted my account for a transaction I made twice,. which a form sent to me to print out and filled out that the money was deposited back to me after being debited, which I carried out the instructions, filled the paper signed as instructed.till now, moniepoint is still investigating the issue after telling me to fill out PTO",2025-03-12 01:44:18
A Google user,5,"Very nice for online banking but the problem I having is that I can't withdraw my savings even when I go the website not until I call someone from the Moniepoint she use her own phone to withdraw for me, like I have some money stocked in there and I can't withdraw it. My suggestion is let us be withdrawing the savings directly from the Moniepoint App please.",2025-03-12 01:04:47
A Google user,5,excellent,2025-03-11 23:10:40
A Google user,5,So good,2025-03-11 23:00:43
A Google user,5,Nice app,2025-03-11 22:26:14
A Google user,5,Okay,2025-03-11 21:35:55
A Google user,5,Effective,2025-03-11 21:21:23
A Google user,5,I hope I enjoy it cuz I have been hearing people talk about it I decided to give it a try so I can have a feedback for them,2025-03-11 20:04:38
A Google user,5,Good system interface But sometimes very slow,2025-03-11 19:49:42
A Google user,2,Tried upgrading account for ages now and it never gets done. Uploaded all docs and even chatted the account officer. Ma'am left me on read ever since.,2025-03-11 18:25:45
A Google user,5,Good,2025-03-11 18:25:43
A Google user,1,Extremely horrible customer service. Customer service calls delay They called Me; Asked for email Email sent 3 hours ago. No response,2025-03-11 17:27:50
A Google user,5,Interesting void of Network issues,2025-03-11 12:03:15
A Google user,5,It's was great fun 😄,2025-03-11 11:05:12
A Google user,1,My moniepoint personal account was closed but still receiving fund transfer. Can't access the funds transfer into the account for past 6months moniepoint is not doing anything about it.,2025-03-11 10:48:29
A Google user,5,Good,2025-03-11 10:09:53
A Google user,5,I love this app,2025-03-11 08:10:42
A Google user,5,very good App,2025-03-11 07:09:43
A Google user,1,Why is the app so slow to login,2025-03-11 03:24:45
A Google user,1,The slowest app in history. Fix it ☠️☠️☠️,2025-03-11 01:21:35
A Google user,4,I don't know yet...I starred in anticipation,2025-03-11 01:19:14
A Google user,5,Top notch,2025-03-10 23:38:14
A Google user,3,Am not happy the charge's every time can u believe that I could not open my account for three days and its so annoying,2025-03-10 20:03:44
A Google user,5,Easy Banking System,2025-03-10 19:52:36
A Google user,1,"It being three days now that I have not been able to login to my moniepoint business account after registration, It's very frustrating, work on it...",2025-03-10 19:33:11
A Google user,5,I love it,2025-03-10 19:13:37
A Google user,5,Good,2025-03-10 17:02:15
A Google user,5,Cool,2025-03-10 15:41:14
A Google user,5,Vary good,2025-03-10 14:51:37
A Google user,5,Though I never believed on any online banking App but this moniepoint is exception. I really enjoyed her service's,2025-03-10 14:20:01
A Google user,5,Good app i love it,2025-03-10 12:46:35
A Google user,3,😁,2025-03-10 12:09:58
A Google user,5,Nice,2025-03-10 08:50:13
A Google user,5,The app is so good and easy,2025-03-10 06:33:46
A Google user,1,I love this app,2025-03-10 06:26:16
A Google user,1,I have not beenable to have log into my account...,2025-03-10 05:20:48
A Google user,4,Moniepoint is good to go,2025-03-09 21:55:45
A Google user,4,Great app I love it,2025-03-09 19:51:07
A Google user,5,Good,2025-03-09 19:16:15
A Google user,4,Fast and accurate,2025-03-09 17:48:12
A Google user,1,They keep telling me to update so that I can complete my business registration. uptill nothing to update and nothing to correct. What kind of frustration is this.,2025-03-09 17:00:15
A Google user,4,Very interesting,2025-03-09 15:03:15
A Google user,1,"I don't know what happening with my app settings, I set save as you transact but I got debited with getting my money back",2025-03-09 14:59:59
A Google user,5,Easy transaction,2025-03-09 09:57:05
A Google user,5,Friendly App,2025-03-09 09:01:59
A Google user,1,"Please you people should make the login process easier, how can it be loading for more than 4 minutes.",2025-03-09 06:38:53
A Google user,1,I am trying to login my account to this app but keep bringing error and have try this many times but it just the same thing,2025-03-09 05:34:13
A Google user,5,Good,2025-03-09 03:41:19
A Google user,2,Add USD domiciliary account,2025-03-09 02:58:59
A Google user,5,Amazing app.,2025-03-09 00:40:53
A Google user,5,prompt. but short of services some time,2025-03-08 23:30:58
A Google user,5,Awant to update,2025-03-08 23:05:59
A Google user,5,Excellent,2025-03-08 22:10:21
A Google user,5,How do I request for loans on moniepoint?,2025-03-08 21:39:32
A Google user,5,It's a wonderful app,2025-03-08 21:26:19
A Google user,5,It is good for banking and easy transfer,2025-03-08 21:01:02
A Google user,1,Terrible. Do not use if you value your sanity.,2025-03-08 16:44:51
A Google user,5,Good,2025-03-08 16:35:52
A Google user,1,The app has very bad network if I want to transfer to other banks it will take me almost 5 minutes waiting for beneficiary details alone. Once more I need to talk about the network very very slow I hate it and the app doesn't even deserve this one star I just gave if there was an option to give negative stars I would give it a negative 5. But I hope you can improve on this or do something better. Your POS machines don't have problems but the online banking has to be the worst experience.,2025-03-08 16:25:24
A Google user,5,Excellent,2025-03-08 15:16:49
A Google user,5,Good,2025-03-08 14:14:26
A Google user,1,My account got closed and I've been sending messages everyday so it can be open but there's always no solution,2025-03-08 13:43:08
A Google user,5,Great,2025-03-08 13:34:33
A Google user,4,Perfect,2025-03-08 12:11:52
A Google user,5,Very useful,2025-03-08 10:07:38
A Google user,3,Very nice,2025-03-08 09:21:40
A Google user,1,"Not to bad, but they didn't allow me to create an account until my 16th birthday although the year had gone quite far",2025-03-08 04:48:36
A Google user,1,"This app interface is so poor, it takes time to load and moreover, you guys should allow access to withdrawing promotion balance and save as you earn balance through the app instead of through browser. 😡😡😡",2025-03-08 04:38:50
A Google user,5,"My experience with this app has been excellent, thanks to monie point",2025-03-08 04:18:41
A Google user,1,Very bad,2025-03-08 00:45:12
A Google user,5,It ok nice banking,2025-03-07 23:07:09
A Google user,5,👍,2025-03-07 22:51:53
A Google user,4,So nice,2025-03-07 20:36:28
A Google user,2,"I mistakenly press wrong pin thrice , and my terminal was blocked ,what can I do?",2025-03-07 19:59:41
A Google user,2,Perfect,2025-03-07 17:11:22
A Google user,2,Good,2025-03-07 14:31:51
A Google user,5,Excellent,2025-03-07 13:16:33
A Google user,5,Good,2025-03-07 12:10:18
A Google user,5,"This app is giving 💯💯💯, it's more reliable and faster",2025-03-07 09:23:28
A Google user,5,Excellent and exceptional,2025-03-07 08:29:19
A Google user,5,So useful,2025-03-07 01:50:24
A Google user,2,If not for the USSD I can't login to the App despite my fast network it still stuck in loading All this Started since the update Please fix,2025-03-06 22:56:54
A Google user,5,"Great, Nice, Good,",2025-03-06 22:43:30
A Google user,5,Fantastic,2025-03-06 22:30:09
A Google user,5,"Good,Great,Nice,Fantastic For any man use",2025-03-06 22:19:03
A Google user,5,This so good,2025-03-06 17:09:48
A Google user,1,Is there any Atm card for this bank,2025-03-06 16:05:38
A Google user,5,I rate this app 5 and their data and airtime process Is slow,2025-03-06 15:33:03
A Google user,5,Good,2025-03-06 15:15:04
A Google user,5,Nice app,2025-03-06 12:45:15
A Google user,1,I cant do anything on it is sayinv network failure,2025-03-06 12:19:49
A Google user,5,Nice,2025-03-06 12:13:37
A Google user,5,Very good app,2025-03-06 11:11:27
A Google user,5,Great,2025-03-06 10:52:59
A Google user,5,Beautiful,2025-03-06 09:59:04
A Google user,5,Awesome,2025-03-06 07:51:56
A Google user,5,This a very unique app this is very good to every body to use it is easy for everyone to create axcount on it own it can be created for everyone witgout goibg to any bank or POS you can easy star onbyour own an create moniepoint account on your phone any werw abd even whenvyou are a student moniepoin is very good to every student to have an account is very nice for every one to use any age can use it on my own perspective moniepoin is a very good abd unique apps that everybody can use on it ow,2025-03-06 07:12:25
A Google user,1,Very nice,2025-03-06 06:24:24
A Google user,5,Very Nice,2025-03-06 03:57:01
A Google user,1,Too much charges and unstable network,2025-03-06 03:13:09
A Google user,5,Very good,2025-03-06 01:24:28
A Google user,5,Lovely 8,2025-03-06 01:02:29
A Google user,1,This app made me cry 😭 I hate It cos any small thing I do it deduct money gosh it makes me feel annoying always,2025-03-06 00:44:41
A Google user,5,Thank you so much,2025-03-05 23:57:40
A Google user,5,Moniepoint are very eligible and reliable bank by which u can save ur money and have access to withdrawal money in any time of your wish very fast,2025-03-05 21:09:38
A Google user,5,❤️,2025-03-05 18:40:23
A Google user,5,Very good,2025-03-05 17:09:09
A Google user,2,Nice app,2025-03-05 15:18:23
A Google user,5,Good,2025-03-05 13:28:45
A Google user,2,"Just one complain, why do you app take so long to load everything. To show balance, to find account name, to even proceed to inputting pin. Why why.... It's tiring... Normal bank apps don't do that... C'mon guys..... Love the service, fix the lag time. 😒",2025-03-05 11:56:35
A Google user,5,Awesome,2025-03-05 11:32:38
A Google user,5,Interested,2025-03-05 11:26:13
A Google user,5,This app is good,2025-03-05 11:04:13
A Google user,5,This app is the best you can ever think of,2025-03-05 09:24:23
A Google user,5,Very good,2025-03-04 21:47:50
A Google user,2,"Guys for whoever had documents issue i recommend OPAY for him, because i have been having these issue with these app for the past months now and the refuse to rectify the issue.",2025-03-04 18:53:19
A Google user,4,very good,2025-03-04 18:28:09
A Google user,1,You don't give loan,2025-03-04 14:12:54
A Google user,5,Excellent Application,2025-03-04 11:08:00
A Google user,5,Okay,2025-03-04 10:56:42
A Google user,1,Please kindly open my account for me because I want to start using it.,2025-03-04 10:24:19
A Google user,4,Please put a moniepoint virtual card 🙏 And stop taking my money for sms cause I don't really understand which sms I did or what aside from that the app is trying,2025-03-04 08:02:16
A Google user,5,Good,2025-03-04 03:32:39
A Google user,1,Recently have been seeing money removed from my account and savings it doesn't withdraw to my account,2025-03-03 22:42:59
A Google user,5,Well done,2025-03-03 22:00:26
A Google user,5,This is so wonderful,2025-03-03 21:37:56
A Google user,5,"I love moniepoint, your services are awesome.",2025-03-03 21:22:07
A Google user,5,Very very awesome. You should also be given loan,2025-03-03 20:50:23
A Google user,1,Trying to download it severally but not installing on my phone,2025-03-03 20:47:57
A Google user,5,Very good and interesting,2025-03-03 14:39:02
A Google user,2,"To be candid, this your App needs much more attention to be seamless. It's very slow, lagging and unintuitive.",2025-03-03 14:35:55
A Google user,5,Good pafomat,2025-03-03 14:00:12
A Google user,5,Good,2025-03-03 13:59:26
A Google user,1,It's ok,2025-03-03 13:02:01
A Google user,4,Good,2025-03-03 12:17:21
A Google user,5,Good,2025-03-03 08:15:44
A Google user,4,Good but my account officer is bad,2025-03-03 00:33:58
A Google user,5,great,2025-03-02 22:35:24
A Google user,5,Good,2025-03-02 21:34:18
A Google user,5,Very good bank business app,2025-03-02 21:01:05
A Google user,5,Very good,2025-03-02 15:52:53
A Google user,4,Quality app domestic and business users,2025-03-02 14:49:23
A Google user,5,It's a good app,2025-03-02 13:12:41
A Google user,2,Sim solved problem,2025-03-02 12:33:40
A Google user,5,I love the App,2025-03-02 03:06:21
A Google user,1,This app is so annoying,2025-03-01 22:35:11
A Google user,1,"Totally useless,stupid and frustrating I advise don't download it",2025-03-01 22:10:15
A Google user,5,Very good app I give u five stars,2025-03-01 21:24:49
A Google user,5,"With my full chest, I can boldly say this is the best mobile money app I have ever use. Nice interface and smooth touches. Pls keep it up.",2025-03-01 20:27:32
A Google user,5,Perfect,2025-03-01 16:32:27
A Google user,4,You guys should stop resetting the account after updating. It's frustrating trying to relogin every now and then,2025-03-01 15:56:35
A Google user,5,THE BEST 👌,2025-03-01 15:48:34
A Google user,2,I don't no why this app did not load on my phone after capturing,2025-03-01 13:58:23
A Google user,1,Why does it take me too long to open unlike Opay...??,2025-03-01 13:34:55
A Google user,5,I want a new one,2025-03-01 12:41:30
A Google user,5,it very faster transactions and safety account apo,2025-03-01 11:44:36
A Google user,5,Nice,2025-03-01 11:43:41
A Google user,5,Nice,2025-03-01 10:33:01
A Google user,5,Good application,2025-03-01 03:58:01
A Google user,5,is the best bank,2025-03-01 00:27:55
A Google user,5,"Monirpoint is so fast, dependable & reliable.... I therefore urge the management of this team to continue the Good work as u take over the banking sector in our Nation....",2025-02-28 19:36:07
A Google user,4,This app is very important for any person,2025-02-28 18:43:45
A Google user,5,Good,2025-02-28 18:26:05
A Google user,1,Please 🥺 this app it's too slow try to upgrade it because you are loosing some customers,2025-02-28 18:20:52
A Google user,5,Good,2025-02-28 18:19:53
A Google user,5,I love the is easy to operate and it give you access to change your password anytime you it,2025-02-28 16:11:57
A Google user,5,Excellent service,2025-02-28 15:52:54
A Google user,5,good and fast,2025-02-28 15:34:31
A Google user,5,Fantastic,2025-02-28 14:52:15
A Google user,1,Good,2025-02-28 10:14:50
A Google user,3,"THE ORDEAL WITH MONIEPOINT MICRO FINANCE BANK, NIGERIA Moniepoint placed my Registered Business Plus account on hold on the pretext of conducting compliance check. It is now four days. I have been calling and chatting with their agents working at customer service desk. I have also exchanged various mails supplying all the information and documents they needed. - The Problem has been rectified February 28, 2025. The restriction has been removed after Public outcry.",2025-02-28 10:08:49
A Google user,5,Good,2025-02-28 08:19:32
A Google user,5,Great,2025-02-27 21:06:42
A Google user,1,Is good,2025-02-27 20:04:07
A Google user,5,Stop distoping and showing dis advert pls,2025-02-27 19:45:47
A Google user,5,This app is not updating in my phone,2025-02-27 18:39:31
A Google user,5,Smartest,2025-02-27 18:27:26
A Google user,5,"I transfer money from opay to monie point ,but it didn't reflect my name is Victor.",2025-02-27 15:36:00
A Google user,5,Amazing,2025-02-27 14:35:57
A Google user,5,Best app ever,2025-02-27 12:13:48
A Google user,4,Prompt responses,2025-02-27 11:55:30
A Google user,5,Great,2025-02-27 11:18:39
A Google user,5,Strong network and very active Swift transactions,2025-02-27 10:53:31
A Google user,1,Since I downloaded the app I have not open 😔 and there is network in my phone,2025-02-27 07:31:56
A Google user,5,Great thanks about this app works,2025-02-27 06:40:34
A Google user,5,Please All my account that's my phone number is invalid?,2025-02-27 06:26:16
A Google user,5,Sweet and cool,2025-02-27 05:34:59
A Google user,5,"Aplication din moniepoint abin alfaharine agurin jama'a Na,dunniya baki daya. Thanks",2025-02-26 23:46:38
A Google user,5,Fantastic,2025-02-26 23:19:23
A Google user,5,Great!,2025-02-26 22:53:47
A Google user,5,Very good,2025-02-26 22:46:24
A Google user,1,"The App takes ages to load and start up unlike others, i should have give it zero star.",2025-02-26 20:52:39
A Google user,5,Excellent,2025-02-26 20:26:39
A Google user,5,You guys are the best.,2025-02-26 20:20:57
A Google user,5,Beta,2025-02-26 18:55:45
A Google user,5,Very high experience,2025-02-26 18:04:24
A Google user,1,How can i apply for a business loan on this app,2025-02-26 14:25:55
A Google user,5,My experience is .nice,2025-02-26 14:02:04
A Google user,5,Good,2025-02-26 08:58:54
A Google user,4,The app is very good. I do everything on this app with ease and i am happy.l,2025-02-26 07:23:37
A Google user,5,"Very good....but loan eligibility is not on dashboard, I couldn't see it",2025-02-26 07:19:17
A Google user,5,Amazing,2025-02-26 05:19:09
A Google user,5,Perfect,2025-02-26 05:03:44
A Google user,2,"I mistakenly rejected instead of accepting a tranfer on the mobile app, that was when I realized there's need to reconfirm with a count down whether to reject a tranfer. Most people that make these transfers are strangers, and there may not be a means access them after a business transaction.",2025-02-26 04:44:23
A Google user,5,reliable BM.,2025-02-26 01:01:08
A Google user,1,I can't do transactions with this business stuff why?,2025-02-25 19:18:54
A Google user,2,Good,2025-02-25 18:42:36
A Google user,5,good,2025-02-25 18:28:16
A Google user,4,Best of all really enjoy the service so well but not giving loan,2025-02-25 17:26:05
A Google user,1,Since i updated the app i cant login and ussd code is not responding,2025-02-25 17:18:34
A Google user,5,Very good for business,2025-02-25 17:17:55
A Google user,1,How can I redeem my promotion? There should be an icon for promo redeem.,2025-02-25 16:28:43
A Google user,5,Very good 👍,2025-02-25 11:53:19
A Google user,5,Very nice,2025-02-25 08:56:00
A Google user,5,Great bank app,2025-02-25 03:16:37
A Google user,4,Excellent,2025-02-25 00:29:11
A Google user,3,Transaction is mostly good but I prefer the URL interface than the main app because it is more easy to operate on and process faster than that of the app,2025-02-24 22:24:51
A Google user,2,"Cosistent and uptodate,no disappointment.",2025-02-24 22:05:17
A Google user,5,Good,2025-02-24 21:28:28
A Google user,5,Am having problem that i can't even transfer money from my monie point apps,2025-02-24 21:18:27
A Google user,4,Is good and adorable,2025-02-24 19:35:24
A Google user,5,Nice app,2025-02-24 19:02:16
A Google user,4,am kafilat grace sanni and this is my one year of using this App the name of my business app is oyindamola arena moniepoint I started this pos business in year 2024 at Ilobg Earmi,2025-02-24 13:55:49
A Google user,3,Doing Fairly Good At The Moment @PG,2025-02-24 13:33:21
A Google user,5,Fast and easy to transfer,2025-02-24 08:44:11
A Google user,5,Nice,2025-02-24 06:42:13
A Google user,5,good and secure 🔐🔐,2025-02-24 05:47:58
A Google user,5,Good,2025-02-23 22:29:10
A Google user,5,So good 👍,2025-02-23 15:12:22
A Google user,1,Pls allow me to see my savings,2025-02-23 15:08:44
A Google user,5,💙,2025-02-23 14:35:09
A Google user,5,Nice and paying good👍,2025-02-23 14:31:51
A Google user,5,Thank you,2025-02-23 13:35:33
A Google user,2,Bad network,2025-02-23 11:06:18
A Google user,5,Excellent Good,2025-02-23 06:27:08
A Google user,3,Nice,2025-02-23 01:45:48
A Google user,5,This business app is Awesome,2025-02-23 00:18:40
A Google user,5,Good luck 🤞,2025-02-23 00:16:20
A Google user,5,Good,2025-02-22 22:45:25
A Google user,5,❤️,2025-02-22 20:27:20
A Google user,5,Easy And fastest banking and transactions ever,2025-02-22 16:29:14
A Google user,4,Good App,2025-02-22 15:18:15
A Google user,5,Cool,2025-02-22 14:20:33
A Google user,5,is wow,2025-02-22 14:14:05
A Google user,5,It is so good,2025-02-22 12:18:52
A Google user,1,"This week has been the worst with this app,I was stranded and needed to make a transfer at a POS, the moniepoint app just messed me up till my battery was flat and my went off,I had to trek,also same issue today,I am tired",2025-02-22 11:28:38
A Google user,5,Nice BANKIJG SYSTEM,2025-02-22 09:58:45
A Google user,4,It's quiet amazing,2025-02-22 05:38:39
A Google user,5,Up monie point,2025-02-22 04:15:13
A Google user,5,well I can say this is better because I got what I wanted it's fast in response to request..,2025-02-22 04:03:06
A Google user,1,"This app is useless, my account was blocked and I can't access my money, hey you people should unblock my account so I can withdraw my money. Rubbish app",2025-02-21 23:23:16
A Google user,3,Good,2025-02-21 22:47:02
A Google user,1,Can't open my app telling me to registered devise try it not working,2025-02-21 18:20:01
A Google user,1,I cant even use it,2025-02-21 18:08:03
A Google user,5,Good app for people,2025-02-21 15:34:52
A Google user,1,Logging in your app takes more than 4 minutes sometimes it doesn't even login at all. Please fix this issue,2025-02-21 14:29:04
A Google user,5,Good,2025-02-21 13:00:47
A Google user,5,It is very good and helpful,2025-02-21 12:46:15
A Google user,1,Bad app,2025-02-21 12:36:25
A Google user,5,I want loan from your office,2025-02-21 12:27:58
A Google user,5,Excellent,2025-02-21 09:11:38
A Google user,5,Very good,2025-02-21 08:34:56
A Google user,5,Very okay,2025-02-21 07:22:31
A Google user,5,good,2025-02-21 02:00:16
A Google user,5,Everything about this app is good the only thing is that they should also give loan It could have been perfect,2025-02-20 23:55:15
A Google user,4,Great,2025-02-20 23:53:05
A Google user,5,It very okay,2025-02-20 23:48:10
A Google user,5,Very much accessible,2025-02-20 19:21:32
A Google user,5,Good app,2025-02-20 18:47:34
A Google user,5,Very good,2025-02-20 18:11:08
A Google user,1,Not fasf in downloading,2025-02-20 17:54:38
A Google user,3,Thank you so much,2025-02-20 17:51:39
A Google user,1,"Worst bank with zero human care doesn'deserve the one star I gave it my first experience with monie point is mistakenly transferring 1.1million naira to monie point account after every effort we made for refund the money was not refund ,I still open account in attempt to upgrade it they merged it with another forgotten number and transfer my money to the loss account now my money is stuck there, this app is terrible that I changed it with opay 🙏 my money is secured with opay with daily interest",2025-02-20 16:41:37
